id	phase	family	bnf_file	oracle_mode	expect	reference_class	sql	setup	cleanup	min_version	notes
compat_ddl_115	B	ddl	DROP-MATERIALIZED-VIEW-LOG.bnf	parse_only	reject	syntax	DROP MATERIALIZED VIEW LOG ON	none	none	23ai	drop materialized view log missing table
compat_ddl_116	B	ddl	DROP-MATERIALIZED-VIEW-LOG.bnf	parse_only	reject	syntax	DROP MATERIALIZED VIEW LOG compat_bad_mlog_{run}	none	none	23ai	drop materialized view log missing on keyword
compat_ddl_117	B	ddl	COMMENT.bnf	parse_only	accept	syntax	COMMENT ON MATERIALIZED VIEW compat_comment_mv_{run} IS 'compat mv'	CREATE MATERIALIZED VIEW compat_comment_mv_{run} AS SELECT 1 a FROM dual	DROP MATERIALIZED VIEW compat_comment_mv_{run}	23ai	comment on materialized view
compat_ddl_118	B	ddl	CREATE-CLUSTER.bnf	parse_only	accept	privilege_catalog	CREATE CLUSTER compat_cluster_{run} (id NUMBER)	none	DROP CLUSTER compat_cluster_{run}	23ai	basic cluster
compat_ddl_119	B	ddl	CREATE-CLUSTER.bnf	parse_only	accept	privilege_catalog	CREATE CLUSTER compat_cluster_hash_{run} (id NUMBER) HASHKEYS 10	none	DROP CLUSTER compat_cluster_hash_{run}	23ai	hash cluster
compat_ddl_120	B	ddl	CREATE-CLUSTER.bnf	parse_only	accept	privilege_catalog	CREATE CLUSTER compat_cluster_size_{run} (id NUMBER) SIZE 512 CACHE	none	DROP CLUSTER compat_cluster_size_{run}	23ai	cluster size cache
compat_ddl_121	B	ddl	CREATE-CLUSTER.bnf	parse_only	reject	syntax	CREATE CLUSTER compat_bad_cluster_{run}	none	none	23ai	cluster missing column list
compat_ddl_122	B	ddl	CREATE-CLUSTER.bnf	parse_only	reject	syntax	CREATE CLUSTER compat_bad_cluster_{run} ()	none	none	23ai	cluster empty column list
compat_ddl_123	B	ddl	ALTER-CLUSTER.bnf	parse_only	accept	privilege_catalog	ALTER CLUSTER compat_alt_cluster_{run} SIZE 1024	CREATE CLUSTER compat_alt_cluster_{run} (id NUMBER)	DROP CLUSTER compat_alt_cluster_{run}	23ai	alter cluster size
compat_ddl_124	B	ddl	ALTER-CLUSTER.bnf	parse_only	reject	syntax	ALTER CLUSTER compat_bad_cluster_{run}	none	none	23ai	alter cluster missing action
compat_ddl_125	B	ddl	TRUNCATE-CLUSTER.bnf	parse_only	accept	privilege_catalog	TRUNCATE CLUSTER compat_trunc_cluster_{run}	CREATE CLUSTER compat_trunc_cluster_{run} (id NUMBER)	DROP CLUSTER compat_trunc_cluster_{run}	23ai	truncate cluster
compat_ddl_126	B	ddl	TRUNCATE-CLUSTER.bnf	parse_only	accept	privilege_catalog	TRUNCATE CLUSTER compat_trunc_cluster2_{run} REUSE STORAGE	CREATE CLUSTER compat_trunc_cluster2_{run} (id NUMBER)	DROP CLUSTER compat_trunc_cluster2_{run}	23ai	truncate cluster reuse storage
compat_ddl_127	B	ddl	DROP-CLUSTER.bnf	parse_only	accept	privilege_catalog	DROP CLUSTER compat_drop_cluster_{run}	CREATE CLUSTER compat_drop_cluster_{run} (id NUMBER)	none	23ai	drop cluster
compat_ddl_128	B	ddl	DROP-CLUSTER.bnf	parse_only	reject	syntax	DROP CLUSTER	none	none	23ai	drop cluster missing name
compat_ddl_129	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_pk_{run} (id NUMBER PRIMARY KEY)	none	DROP TABLE compat_pk_{run} PURGE	23ai	inline primary key
compat_ddl_130	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_nn_uq_{run} (email VARCHAR2(100) NOT NULL UNIQUE)	none	DROP TABLE compat_nn_uq_{run} PURGE	23ai	inline not null unique
compat_ddl_131	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_def_null_{run} (status VARCHAR2(10) DEFAULT ON NULL 'ACTIVE')	none	DROP TABLE compat_def_null_{run} PURGE	23ai	default on null
compat_ddl_132	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_tbl_chk_{run} (a NUMBER, CONSTRAINT compat_tbl_chk_{run} CHECK (a >= 0))	none	DROP TABLE compat_tbl_chk_{run} PURGE	23ai	table check constraint
compat_ddl_133	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_fk_child_{run} (pid NUMBER REFERENCES compat_fk_parent_{run}(id))	CREATE TABLE compat_fk_parent_{run} (id NUMBER PRIMARY KEY)	DROP TABLE compat_fk_child_{run} PURGE; DROP TABLE compat_fk_parent_{run} PURGE	23ai	inline foreign key
compat_ddl_134	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_ctas_where_{run} AS SELECT employee_id id FROM employees WHERE 1 = 0	none	DROP TABLE compat_ctas_where_{run} PURGE	23ai	ctas with where
compat_ddl_135	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE GLOBAL TEMPORARY TABLE compat_gtt_del_{run} (id NUMBER) ON COMMIT DELETE ROWS	none	DROP TABLE compat_gtt_del_{run} PURGE	23ai	global temporary delete rows
compat_ddl_136	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE GLOBAL TEMPORARY TABLE compat_gtt_pres_{run} (id NUMBER) ON COMMIT PRESERVE ROWS	none	DROP TABLE compat_gtt_pres_{run} PURGE	23ai	global temporary preserve rows
compat_ddl_137	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_ident_{run} (id NUMBER GENERATED ALWAYS AS IDENTITY, name VARCHAR2(30))	none	DROP TABLE compat_ident_{run} PURGE	23ai	identity column
compat_ddl_138	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_virtual_{run} (price NUMBER, qty NUMBER, total NUMBER GENERATED ALWAYS AS (price * qty) VIRTUAL)	none	DROP TABLE compat_virtual_{run} PURGE	23ai	virtual column
compat_ddl_139	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_invis_{run} (id NUMBER, secret VARCHAR2(30) INVISIBLE)	none	DROP TABLE compat_invis_{run} PURGE	23ai	invisible column
compat_ddl_140	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_iot_{run} (id NUMBER PRIMARY KEY, name VARCHAR2(30)) ORGANIZATION INDEX	none	DROP TABLE compat_iot_{run} PURGE	23ai	index organized table
compat_ddl_141	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_segment_{run} (id NUMBER) SEGMENT CREATION IMMEDIATE	none	DROP TABLE compat_segment_{run} PURGE	23ai	segment creation immediate
compat_ddl_142	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_compress_{run} (id NUMBER) COMPRESS	none	DROP TABLE compat_compress_{run} PURGE	23ai	table compress
compat_ddl_143	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_rowdep_{run} (id NUMBER) ROWDEPENDENCIES	none	DROP TABLE compat_rowdep_{run} PURGE	23ai	rowdependencies
compat_ddl_144	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_rowmove_{run} (id NUMBER) ENABLE ROW MOVEMENT	none	DROP TABLE compat_rowmove_{run} PURGE	23ai	enable row movement
compat_ddl_145	B	ddl	ALTER-TABLE.bnf	parse_only	accept	syntax	ALTER TABLE compat_alt_uq_{run} ADD CONSTRAINT compat_alt_uq_{run} UNIQUE (email)	CREATE TABLE compat_alt_uq_{run} (email VARCHAR2(100))	DROP TABLE compat_alt_uq_{run} PURGE	23ai	alter add unique constraint
compat_ddl_146	B	ddl	ALTER-TABLE.bnf	parse_only	accept	syntax	ALTER TABLE compat_alt_rw_{run} READ WRITE	CREATE TABLE compat_alt_rw_{run} (a NUMBER)	DROP TABLE compat_alt_rw_{run} PURGE	23ai	alter read write
compat_ddl_147	B	ddl	ALTER-TABLE.bnf	parse_only	accept	syntax	ALTER TABLE compat_alt_rencon_{run} RENAME CONSTRAINT compat_old_con_{run} TO compat_new_con_{run}	CREATE TABLE compat_alt_rencon_{run} (a NUMBER, CONSTRAINT compat_old_con_{run} CHECK (a > 0))	DROP TABLE compat_alt_rencon_{run} PURGE	23ai	alter rename constraint
compat_ddl_148	B	ddl	ALTER-TABLE.bnf	parse_only	accept	syntax	ALTER TABLE compat_alt_droppk_{run} DROP PRIMARY KEY	CREATE TABLE compat_alt_droppk_{run} (id NUMBER PRIMARY KEY)	DROP TABLE compat_alt_droppk_{run} PURGE	23ai	alter drop primary key
compat_ddl_149	B	ddl	ALTER-SEQUENCE.bnf	parse_only	accept	syntax	ALTER SEQUENCE compat_alt_seq_inc_{run} INCREMENT BY 2	CREATE SEQUENCE compat_alt_seq_inc_{run}	DROP SEQUENCE compat_alt_seq_inc_{run}	23ai	alter sequence increment
compat_ddl_150	B	ddl	ALTER-SEQUENCE.bnf	parse_only	accept	syntax	ALTER SEQUENCE compat_alt_seq_max_{run} MAXVALUE 999999	CREATE SEQUENCE compat_alt_seq_max_{run}	DROP SEQUENCE compat_alt_seq_max_{run}	23ai	alter sequence maxvalue
compat_ddl_151	B	ddl	ALTER-SEQUENCE.bnf	parse_only	accept	syntax	ALTER SEQUENCE compat_alt_seq_cache_{run} CACHE 30	CREATE SEQUENCE compat_alt_seq_cache_{run}	DROP SEQUENCE compat_alt_seq_cache_{run}	23ai	alter sequence cache
compat_ddl_152	B	ddl	ALTER-SEQUENCE.bnf	parse_only	accept	syntax	ALTER SEQUENCE compat_alt_seq_cycle_{run} MAXVALUE 999999 CYCLE	CREATE SEQUENCE compat_alt_seq_cycle_{run}	DROP SEQUENCE compat_alt_seq_cycle_{run}	23ai	alter sequence cycle
compat_ddl_153	B	ddl	ALTER-VIEW.bnf	parse_only	accept	syntax	ALTER VIEW compat_alt_view_{run} COMPILE	CREATE VIEW compat_alt_view_{run} AS SELECT 1 a FROM dual	DROP VIEW compat_alt_view_{run}	23ai	alter view compile
compat_ddl_154	B	ddl	ALTER-VIEW.bnf	parse_only	accept	semantic_catalog	ALTER VIEW compat_alt_view_ro_{run} READ ONLY	CREATE VIEW compat_alt_view_ro_{run} AS SELECT 1 a FROM dual	DROP VIEW compat_alt_view_ro_{run}	23ai	alter view read only requires editioning view in Oracle execution
compat_ddl_155	B	ddl	CREATE-DATABASE-LINK.bnf	parse_only	accept	privilege_catalog	CREATE DATABASE LINK compat_dblink_{run} CONNECT TO remote_user IDENTIFIED BY remote_pass USING 'remote_tns'	none	none	23ai	create database link
compat_ddl_156	B	ddl	DROP-VIEW.bnf	parse_only	accept	syntax	DROP VIEW IF EXISTS compat_missing_view_{run}	none	none	23ai	drop missing view if exists
compat_ddl_157	B	ddl	CREATE-SYNONYM.bnf	parse_only	accept	syntax	CREATE OR REPLACE SYNONYM compat_syn_or_{run} FOR employees	none	DROP SYNONYM compat_syn_or_{run}	23ai	create or replace synonym for fixture
compat_ddl_158	B	ddl	DROP-TABLE.bnf	parse_only	accept	syntax	DROP TABLE IF EXISTS compat_never_there_{run} PURGE	none	none	23ai	drop missing table if exists
compat_ddl_159	B	ddl	CREATE-INDEX.bnf	parse_only	accept	syntax	CREATE UNIQUE INDEX compat_uidx_{run} ON compat_idx_uq_{run}(email)	CREATE TABLE compat_idx_uq_{run} (email VARCHAR2(100))	DROP INDEX compat_uidx_{run}; DROP TABLE compat_idx_uq_{run} PURGE	23ai	unique index
compat_ddl_160	B	ddl	CREATE-INDEX.bnf	parse_only	accept	syntax	CREATE INDEX compat_desc_idx_{run} ON employees(last_name DESC)	none	DROP INDEX compat_desc_idx_{run}	23ai	descending index column
compat_ddl_161	B	ddl	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE compat_bad_default_{run} (a NUMBER DEFAULT)	none	none	23ai	column default missing expression
compat_ddl_162	B	ddl	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE compat_bad_comma_{run} (a NUMBER,, b NUMBER)	none	none	23ai	double comma in column list
compat_ddl_163	B	ddl	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE compat_bad_check_{run} (a NUMBER CHECK)	none	none	23ai	check missing condition
compat_ddl_164	B	ddl	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE compat_bad_ref_{run} (a NUMBER REFERENCES)	none	none	23ai	references missing target
compat_ddl_165	B	ddl	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE compat_bad_pk_{run} (a NUMBER, CONSTRAINT compat_bad_pk_{run} PRIMARY KEY)	none	none	23ai	primary key missing columns
compat_ddl_166	B	ddl	ALTER-TABLE.bnf	parse_only	reject	syntax	ALTER TABLE t ADD CONSTRAINT	none	none	23ai	alter add constraint missing body
compat_ddl_167	B	ddl	ALTER-TABLE.bnf	parse_only	reject	syntax	ALTER TABLE t DROP COLUMN	none	none	23ai	alter drop column missing name
compat_ddl_168	B	ddl	ALTER-TABLE.bnf	parse_only	reject	syntax	ALTER TABLE t MODIFY	none	none	23ai	alter modify missing definition
compat_ddl_169	B	ddl	ALTER-SEQUENCE.bnf	parse_only	reject	syntax	ALTER SEQUENCE	none	none	23ai	alter sequence missing name
compat_ddl_170	B	ddl	ALTER-SEQUENCE.bnf	parse_only	reject	syntax	ALTER SEQUENCE compat_bad_seq_{run} CACHE	none	none	23ai	alter sequence cache missing value
compat_ddl_171	B	ddl	ALTER-VIEW.bnf	parse_only	reject	syntax	ALTER VIEW	none	none	23ai	alter view missing name
compat_ddl_172	B	ddl	ALTER-VIEW.bnf	parse_only	reject	syntax	ALTER VIEW compat_bad_view_{run} COMPILE EXTRA	none	none	23ai	alter view trailing junk
compat_ddl_173	B	ddl	CREATE-DATABASE-LINK.bnf	parse_only	reject	syntax	CREATE DATABASE LINK	none	none	23ai	create database link missing name
compat_ddl_174	B	ddl	CREATE-DATABASE-LINK.bnf	parse_only	reject	syntax	CREATE DATABASE LINK compat_bad_link_{run} CONNECT TO	none	none	23ai	create database link missing credentials
compat_ddl_175	B	ddl	DROP-DATABASE-LINK.bnf	parse_only	reject	syntax	DROP DATABASE LINK	none	none	23ai	drop database link missing name
compat_ddl_176	B	ddl	CREATE-VIEW.bnf	parse_only	reject	syntax	CREATE VIEW compat_bad_select_v_{run} AS SELECT	none	none	23ai	create view select missing target
compat_ddl_177	B	ddl	CREATE-SYNONYM.bnf	parse_only	reject	syntax	CREATE SYNONYM compat_bad_syn2_{run} FOR	none	none	23ai	create synonym for missing target
compat_ddl_178	B	ddl	COMMENT.bnf	parse_only	reject	syntax	COMMENT ON MATERIALIZED VIEW compat_bad_mv_{run} IS	none	none	23ai	comment on materialized view missing text
compat_ddl_179	B	ddl	CREATE-INDEX.bnf	parse_only	reject	syntax	CREATE INDEX compat_bad_idx2_{run} ON	none	none	23ai	create index missing table
compat_ddl_180	B	ddl	CREATE-INDEX.bnf	parse_only	reject	syntax	CREATE INDEX compat_bad_idx3_{run} ON t(UPPER(	none	none	23ai	create function index unclosed expression
compat_plsql_001	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	CREATE PROCEDURE compat_p_{run} IS BEGIN NULL; END;	none	DROP PROCEDURE compat_p_{run}	23ai	create procedure
compat_plsql_002	C	plsql	CREATE-FUNCTION.bnf	parse_only	accept	syntax	CREATE FUNCTION compat_f_{run} RETURN NUMBER IS BEGIN RETURN 1; END;	none	DROP FUNCTION compat_f_{run}	23ai	create function
compat_plsql_003	C	plsql	CREATE-PACKAGE.bnf	parse_only	accept	syntax	CREATE PACKAGE compat_pkg_{run} IS PROCEDURE p; END;	none	DROP PACKAGE compat_pkg_{run}	23ai	create package
compat_plsql_004	C	plsql	CREATE-TRIGGER.bnf	parse_only	accept	syntax	CREATE TRIGGER compat_tr_{run} BEFORE INSERT ON t BEGIN NULL; END;	none	DROP TRIGGER compat_tr_{run}	23ai	create trigger
compat_plsql_005	C	plsql	CREATE-TYPE.bnf	parse_only	accept	syntax	CREATE TYPE compat_obj_{run} AS OBJECT (a NUMBER)	none	DROP TYPE compat_obj_{run}	23ai	create object type
compat_plsql_006	C	plsql	CREATE-PROCEDURE.bnf	parse_only	reject	syntax	CREATE PROCEDURE compat_bad_p_{run} IS BEGIN NULL;	none	none	23ai	procedure missing end
compat_plsql_007	C	plsql	CREATE-FUNCTION.bnf	parse_only	reject	syntax	CREATE FUNCTION compat_bad_f_{run} RETURN NUMBER IS BEGIN RETURN;	none	none	23ai	function missing end
compat_plsql_008	C	plsql	CREATE-PACKAGE.bnf	parse_only	reject	syntax	CREATE PACKAGE compat_bad_pkg_{run} IS PROCEDURE p	none	none	23ai	package missing end
compat_plsql_009	C	plsql	CREATE-TRIGGER.bnf	parse_only	reject	syntax	CREATE TRIGGER compat_bad_tr_{run} BEFORE INSERT ON t BEGIN	none	none	23ai	trigger missing body end
compat_plsql_010	C	plsql	CREATE-TYPE.bnf	parse_only	reject	syntax	CREATE TYPE compat_bad_obj_{run} AS OBJECT	none	none	23ai	type missing body
compat_block_001	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	BEGIN NULL; END;	none	none	23ai	anonymous block
compat_block_002	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	DECLARE x NUMBER; BEGIN x := 1; END;	none	none	23ai	declare block
compat_block_003	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	BEGIN IF 1 = 1 THEN NULL; END IF; END;	none	none	23ai	if block
compat_block_004	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	BEGIN LOOP EXIT; END LOOP; END;	none	none	23ai	loop block
compat_block_005	C	plsql	CREATE-PROCEDURE.bnf	parse_only	reject	syntax	BEGIN NULL;	none	none	23ai	block missing end
compat_block_006	C	plsql	CREATE-PROCEDURE.bnf	parse_only	reject	syntax	DECLARE x NUMBER;	none	none	23ai	declare missing begin
compat_plsql_011	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	CREATE OR REPLACE PROCEDURE compat_p_or_{run} IS BEGIN NULL; END;	none	DROP PROCEDURE compat_p_or_{run}	23ai	create or replace procedure
compat_plsql_012	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	CREATE PROCEDURE compat_p_param_{run} (p_id IN NUMBER) IS BEGIN NULL; END;	none	DROP PROCEDURE compat_p_param_{run}	23ai	procedure input parameter
compat_plsql_013	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	CREATE PROCEDURE compat_p_out_{run} (p_id IN OUT NUMBER, p_name OUT VARCHAR2) IS BEGIN p_id := NVL(p_id, 0); END;	none	DROP PROCEDURE compat_p_out_{run}	23ai	procedure in out parameters
compat_plsql_014	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	CREATE PROCEDURE compat_p_decl_{run} IS v NUMBER := 1; BEGIN v := v + 1; END;	none	DROP PROCEDURE compat_p_decl_{run}	23ai	procedure local declaration
compat_plsql_015	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	CREATE PROCEDURE compat_p_if_{run} IS BEGIN IF 1 = 1 THEN NULL; ELSE NULL; END IF; END;	none	DROP PROCEDURE compat_p_if_{run}	23ai	procedure if else
compat_plsql_016	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	CREATE PROCEDURE compat_p_loop_{run} IS v NUMBER := 0; BEGIN LOOP v := v + 1; EXIT WHEN v > 1; END LOOP; END;	none	DROP PROCEDURE compat_p_loop_{run}	23ai	procedure loop exit when
compat_plsql_017	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	CREATE PROCEDURE compat_p_exc_{run} IS BEGIN NULL; EXCEPTION WHEN OTHERS THEN NULL; END;	none	DROP PROCEDURE compat_p_exc_{run}	23ai	procedure exception handler
compat_plsql_018	C	plsql	CREATE-FUNCTION.bnf	parse_only	accept	syntax	CREATE FUNCTION compat_f_param_{run} (p_id NUMBER) RETURN NUMBER IS BEGIN RETURN p_id + 1; END;	none	DROP FUNCTION compat_f_param_{run}	23ai	function parameter
compat_plsql_019	C	plsql	CREATE-FUNCTION.bnf	parse_only	accept	syntax	CREATE FUNCTION compat_f_det_{run} RETURN NUMBER DETERMINISTIC IS BEGIN RETURN 1; END;	none	DROP FUNCTION compat_f_det_{run}	23ai	deterministic function
compat_plsql_020	C	plsql	CREATE-FUNCTION.bnf	parse_only	accept	syntax	CREATE FUNCTION compat_f_auth_{run} RETURN NUMBER AUTHID CURRENT_USER IS BEGIN RETURN 1; END;	none	DROP FUNCTION compat_f_auth_{run}	23ai	function authid current user
compat_plsql_021	C	plsql	CREATE-FUNCTION.bnf	parse_only	accept	syntax	CREATE FUNCTION compat_f_cache_{run} RETURN NUMBER RESULT_CACHE IS BEGIN RETURN 1; END;	none	DROP FUNCTION compat_f_cache_{run}	23ai	function result cache
compat_plsql_022	C	plsql	CREATE-PACKAGE.bnf	parse_only	accept	syntax	CREATE PACKAGE compat_pkg_auth_{run} AUTHID CURRENT_USER IS PROCEDURE p; FUNCTION f RETURN NUMBER; END;	none	DROP PACKAGE compat_pkg_auth_{run}	23ai	package authid with declarations
compat_plsql_023	C	plsql	CREATE-PACKAGE.bnf	parse_only	accept	syntax	CREATE PACKAGE compat_pkg_vars_{run} IS g_value CONSTANT NUMBER := 1; TYPE t_tab IS TABLE OF NUMBER; END;	none	DROP PACKAGE compat_pkg_vars_{run}	23ai	package constants and type
compat_plsql_024	C	plsql	CREATE-TRIGGER.bnf	parse_only	accept	syntax	CREATE TRIGGER compat_tr_after_{run} AFTER UPDATE ON t BEGIN NULL; END;	none	DROP TRIGGER compat_tr_after_{run}	23ai	after update trigger
compat_plsql_025	C	plsql	CREATE-TRIGGER.bnf	parse_only	accept	syntax	CREATE TRIGGER compat_tr_row_{run} BEFORE INSERT ON t FOR EACH ROW BEGIN :NEW.a := NVL(:NEW.a, 0); END;	none	DROP TRIGGER compat_tr_row_{run}	23ai	row trigger with new bind
compat_plsql_026	C	plsql	CREATE-TRIGGER.bnf	parse_only	accept	syntax	CREATE TRIGGER compat_tr_when_{run} BEFORE UPDATE OF a ON t FOR EACH ROW WHEN (NEW.a > 0) BEGIN NULL; END;	none	DROP TRIGGER compat_tr_when_{run}	23ai	trigger update of when
compat_plsql_027	C	plsql	CREATE-TRIGGER.bnf	parse_only	accept	syntax	CREATE TRIGGER compat_tr_schema_{run} AFTER CREATE ON SCHEMA BEGIN NULL; END;	none	DROP TRIGGER compat_tr_schema_{run}	23ai	schema ddl trigger
compat_plsql_028	C	plsql	CREATE-TYPE.bnf	parse_only	accept	syntax	CREATE TYPE compat_varray_{run} AS VARRAY(5) OF NUMBER	none	DROP TYPE compat_varray_{run}	23ai	create varray type
compat_plsql_029	C	plsql	CREATE-TYPE.bnf	parse_only	accept	syntax	CREATE TYPE compat_nt_{run} AS TABLE OF NUMBER	none	DROP TYPE compat_nt_{run}	23ai	create nested table type
compat_plsql_030	C	plsql	CREATE-TYPE.bnf	parse_only	accept	syntax	CREATE TYPE compat_obj_m_{run} AS OBJECT (a NUMBER, b VARCHAR2(10))	none	DROP TYPE compat_obj_m_{run}	23ai	object type multiple attributes
compat_plsql_031	C	plsql	CREATE-PROCEDURE.bnf	parse_only	reject	syntax	CREATE PROCEDURE IS BEGIN NULL; END;	none	none	23ai	procedure missing name
compat_plsql_032	C	plsql	CREATE-PROCEDURE.bnf	parse_only	reject	syntax	CREATE PROCEDURE compat_bad_p_param_{run} (p_id) IS BEGIN NULL; END;	none	none	23ai	procedure parameter missing type
compat_plsql_033	C	plsql	CREATE-PROCEDURE.bnf	parse_only	reject	syntax	CREATE PROCEDURE compat_bad_p_empty_{run} IS	none	none	23ai	procedure missing block
compat_plsql_034	C	plsql	CREATE-FUNCTION.bnf	parse_only	reject	syntax	CREATE FUNCTION compat_bad_f_ret_{run} IS BEGIN RETURN 1; END;	none	none	23ai	function missing return clause
compat_plsql_035	C	plsql	CREATE-FUNCTION.bnf	parse_only	reject	syntax	CREATE FUNCTION compat_bad_f_type_{run} RETURN IS BEGIN RETURN 1; END;	none	none	23ai	function return missing type
compat_plsql_036	C	plsql	CREATE-PACKAGE.bnf	parse_only	reject	syntax	CREATE PACKAGE compat_bad_pkg2_{run} END;	none	none	23ai	package missing is
compat_plsql_037	C	plsql	CREATE-PACKAGE.bnf	parse_only	reject	syntax	CREATE PACKAGE compat_bad_pkg3_{run} IS FUNCTION f RETURN; END;	none	none	23ai	package function return missing type
compat_plsql_038	C	plsql	CREATE-TRIGGER.bnf	parse_only	reject	syntax	CREATE TRIGGER compat_bad_tr2_{run} BEFORE INSERT BEGIN NULL; END;	none	none	23ai	trigger missing on target
compat_plsql_039	C	plsql	CREATE-TRIGGER.bnf	parse_only	reject	syntax	CREATE TRIGGER compat_bad_tr3_{run} BEFORE ON t BEGIN NULL; END;	none	none	23ai	trigger missing event
compat_plsql_040	C	plsql	CREATE-TYPE.bnf	parse_only	reject	syntax	CREATE TYPE compat_bad_type2_{run} AS VARRAY OF NUMBER	none	none	23ai	varray missing size
compat_plsql_041	C	plsql	CREATE-TYPE.bnf	parse_only	reject	syntax	CREATE TYPE compat_bad_type3_{run} AS TABLE OF	none	none	23ai	nested table missing element type
compat_plsql_042	C	plsql	CREATE-TYPE.bnf	parse_only	reject	syntax	CREATE TYPE compat_bad_type4_{run} AS OBJECT (a)	none	none	23ai	object attribute missing type
compat_block_007	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	DECLARE x NUMBER := 1; BEGIN x := x + 1; END;	none	none	23ai	block assignment
compat_block_008	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	BEGIN IF 1 = 0 THEN NULL; ELSIF 1 = 1 THEN NULL; ELSE NULL; END IF; END;	none	none	23ai	block if elsif else
compat_block_009	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	DECLARE x NUMBER := 0; BEGIN WHILE x < 2 LOOP x := x + 1; END LOOP; END;	none	none	23ai	while loop
compat_block_010	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	BEGIN FOR i IN 1..3 LOOP NULL; END LOOP; END;	none	none	23ai	numeric for loop
compat_block_011	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	BEGIN FOR i IN REVERSE 1..3 LOOP NULL; END LOOP; END;	none	none	23ai	reverse numeric for loop
compat_block_012	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	BEGIN BEGIN NULL; END; END;	none	none	23ai	nested block
compat_block_013	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	BEGIN NULL; EXCEPTION WHEN OTHERS THEN NULL; END;	none	none	23ai	block exception handler
compat_block_014	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	BEGIN EXECUTE IMMEDIATE 'CREATE TABLE compat_dyn_{run} (a NUMBER)'; END;	none	none	23ai	execute immediate statement
compat_block_015	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	DECLARE CURSOR c IS SELECT 1 a FROM dual; v NUMBER; BEGIN OPEN c; FETCH c INTO v; CLOSE c; END;	none	none	23ai	cursor open fetch close
compat_block_016	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	BEGIN CASE WHEN 1 = 1 THEN NULL; ELSE NULL; END CASE; END;	none	none	23ai	searched case statement
compat_block_017	C	plsql	CREATE-PROCEDURE.bnf	parse_only	accept	syntax	DECLARE x NUMBER := 1; BEGIN CASE x WHEN 1 THEN NULL; ELSE NULL; END CASE; END;	none	none	23ai	simple case statement
